old,new
effeuillent,éfeuillent
effeuilleras,éfeuilleras
effeuillèrent,éfeuillèrent
effila,éfila
effilaient,éfilaient
effilait,éfilait
effilant,éfilant
effile,éfile
effilement,éfilement
effilochaient,éfilochaient
effilochant,éfilochant
effilochent,éfilochent
effilochèrent,éfilochèrent
effilure,éfilure
effleurai,éfleurai
effleuraient,éfleuraient
effleurera,éfleurera
effleureront,éfleureront
effleurâmes,éfleurâmes
effleurât,éfleurât
effleurèrent,éfleurèrent
effondrât,éfondrât
effondrèrent,éfondrèrent
efforceraient,éforceraient
efforcions,éforcions
efforcèrent,éforcèrent
efforçâmes,éforçâmes
efforçât,éforçât
effrange,éfrange
effrangeait,éfrangeait
effrangent,éfrangent
effrangée,éfrangée
effraya,éfraya
effrayamment,éfrayament
effritant,éfritant
effriterait,éfriterait
effritée,éfritée
effusionniste,éfusioniste
efféminait,éféminait
ektachromes,ektacromes
emballa,embala
emballai,embalai
emballaient,embalaient
emballeraient,embaleraient
emballât,embalât
emballèrent,embalèrent
embaluchonnés,embaluchonés
embarrassai,embarassai
embarrasseraient,embarasseraient
embarrassions,embarassions
embarrassèrent,embarassèrent
embellissais,embélissais
embellissant,embélissant
emmenotté,emmenoté
empennait,empénait
empennée,empénée
empennés,empénés
emperruqués,empéruqués
emphatise,enfatise
empierrage,empiérage
empierrait,empiérait
empierré,empiéré
empierrée,empiérée
empiffra,empifra
emplafonnent,emplafonent
emplafonné,emplafoné
emplafonnée,emplafonée
empoisonneraient,empoisoneraient
empoissonnées,empoissonées
emprisonnaient,emprisonaient
encapuchonna,encapuchona
encapuchonnait,encapuchonait
encapuchonnant,encapuchonant
encapuchonne,encapuchone
encapuchonné,encapuchoné
encellulement,encélulement
encellulée,encélulée
encoconner,encoconer
encoconnée,encoconée
encollait,encolait
encollé,encolé
encollée,encolée
encotonne,encotone
encotonner,encotoner
encrotté,encroté
endettant,endétant
endivisionnés,endivisionés
endommagea,endomagea
enferra,enféra
enferrait,enférait
enferrant,enférant
enferrent,enfèrent
enferrée,enférée
enflammai,enflamai
enflammaient,enflamaient
enflammât,enflamât
engazonnée,engazonée
engouffraient,engoufraient
engouffrant,engoufrant
engouffreraient,engoufreraient
engouffrerait,engoufrerait
engouffrons,engoufrons
engouffrât,engoufrât
engouffrèrent,engoufrèrent
engouffrée,engoufrée
enjuponne,enjupone
enjuponnée,enjuponée
enquerraient,enquéraient
enrhumait,enrumait
enrubannaient,enrubanaient
enrubannait,enrubanait
enserra,enséra
enserrai,ensérai
enserrait,ensérait
enserrant,ensérant
enserrerait,ensèrerait
enserrèrent,ensérèrent
enserrée,ensérée
ensommeilla,ensomeilla
ensommeillaient,ensomeillaient
ensommeillait,ensomeillait
ensommeiller,ensomeiller
enterreur,entéreur
enterrâmes,entérâmes
enthousiasma,entousiasma
enthousiasmai,entousiasmai
enthousiasmaient,entousiasmaient
enthousiasmèrent,entousiasmèrent
entonna,entona
entonnera,entonera
entonneraient,entoneraient
entonnions,entonions
entonnâmes,entonâmes
entonnèrent,entonèrent
entr'appellent,entr'apèlent
entrebattre,entrebatre
entremettait,entremétait
entreverrai,entrevérai
enturbanner,enturbaner
envelopperez,enveloperez
enveloppeur,envelopeur
enveloppons,envelopons
enveloppât,envelopât
enverrions,envérions
environnaient,environaient
environnait,environait
environnent,environent
environné,environé
environnée,environée
erreraient,èreraient
errerait,èrerait
errâmes,érâmes
esche,esce
esclaffa,esclafa
esclaffai,esclafai
esclaffait,esclafait
esclaffement,esclafement
esclaffent,esclafent
esclafferaient,esclaferaient
esclaffèrent,esclafèrent
esclaffé,esclafé
esclaffée,esclafée
espionnât,espionât
essouffla,essoufla
essoufflaient,essouflaient
essoufflant,essouflant
essouffleront,essoufleront
essoufflez,essouflez
essoufflèrent,essouflèrent
esthésiomètre,estésiomètre
esthétisait,estétisait
euphorisent,euforisent
euphorisé,euforisé
euphorisée,euforisée
excella,excéla
excellaient,excélaient
excellais,excélais
excellant,excélant
excelleraient,excèleraient
excommuniaient,excomuniaient
excommuniait,excomuniait
excommuniant,excomuniant
excommunient,excomunient
excommuniez,excomuniez
excursionnaient,excursionaient
excursionnant,excursionant
exhalaient,exalaient
exhalant,exalant
exhaleraient,exaleraient
exhalâmes,exalâmes
exhalât,exalât
exhalé,exalé
exhalée,exalée
exhaussait,exaussait
exhausse,exausse
exhaussement,exaussement
exhausser,exausser
exhiba,exiba
exhibai,exibai
exhorta,exorta
exhortai,exortai
exhortions,exortions
exhortâmes,exortâmes
exhuma,exuma
exhumaient,exumaient
exhumais,exumais
exhumeront,exumeront
facettés,facétés
fadette,fadète
fanfaronna,fanfarona
fanfaronnaient,fanfaronaient
fanfaronnait,fanfaronait
fanfaronné,fanfaroné
façonnaient,façonaient
façonnait,façonait
façonneront,façoneront
fellationne,félatione
fellinien,felinien
ferrailla,férailla
ferraillaient,féraillaient
ferraillait,féraillait
ferraillante,féraillante
ferraillé,féraillé
ferrera,fèrera
ferrerait,fèrerait
ferro,féro
ferrocérium,férocérium
festonnaient,festonaient
festonnait,festonait
festonne,festone
festonnements,festonements
festonnée,festonée
feurre,feure
fibrilleux,fibrilleus
fielleusement,fiéleusement
fienteux,fienteus
flagella,flagéla
flatta,flata
flattai,flatai
flattaient,flataient
flattasse,flatasse
flattassent,flatassent
flatteras,flateras
flatteront,flateront
flattions,flations
flattèrent,flatèrent
fleuronner,fleuroner
floconne,flocone
floconnent,floconent
flotteraient,floteraient
flottions,flotions
flottât,flotât
flottée,flotée
foisonnaient,foisonaient
foisonnait,foisonait
foisonneraient,foisoneraient
folichonnait,folichonait
folichonneries,folichoneries
follingue,folingue
fonctionnarisé,fonctionarisé
fonctionnarisée,fonctionarisée
fonctionnassent,fonctionassent
fonctionnât,fonctionât
fontainette,fontainète
formulettes,formulètes
fouetteuse,fouéteuse
fouettèrent,fouétèrent
fouillette,fouillète
fourgonnait,fourgonait
fourgonnas,fourgonas
fourgonne,fourgone
fourragea,fouragea
fourrageaient,fourageaient
fourrageais,fourageais
fourrageait,fourageait
fourrageant,fourageant
fourragement,fouragement
fourragerait,fouragerait
fourrageurs,fourageurs
fourragé,fouragé
fourrai,fourai
fourrions,fourions
fourrât,fourât
fourrèrent,fourèrent
fractionnait,fractionait
fractionnant,fractionant
fractionné,fractioné
frappât,frapât
fredonna,fredona
fredonnaient,fredonaient
fredonnerait,fredonerait
fredonnons,fredonons
fredonnâmes,fredonâmes
fredonnèrent,fredonèrent
fredonnée,fredonée
fretta,fréta
frictionna,frictiona
frictionnant,frictionant
frictionnerai,frictionerai
frictionnerait,frictionerait
frictionnèrent,frictionèrent
frippe,fripe
frisottaient,frisotaient
frisottement,frisotement
frisottent,frisotent
frisottée,frisotée
frissonnaient,frissonaient
frissonnèrent,frissonèrent
frotterons,froterons
frottions,frotions
frottèrent,frotèrent
fruiteux,fruiteus
fumeronne,fumerone
furette,furète
gaffa,gafa
gaffaient,gafaient
gaffais,gafais
gaffait,gafait
gaffant,gafant
gafferai,gaferai
gaffée,gafée
gaillette,gaillète
galonnage,galonage
galonnait,galonait
galonne,galone
gandourah,gandoura
gardiennait,gardiénait
gargouillette,gargouillète
garrottaient,garotaient
genreux,genreus
gidienne,gidiène
girouettait,girouétait
girouettant,girouétant
gisquette,gisquète
glandilleux,glandilleus
glaviotte,glaviote
gloutonnant,gloutonant
gobelottes,gobelotes
godronnés,godronés
gomma,goma
gommait,gomait
gomment,goment
gommerait,gomerait
goudronne,goudrone
gouttelaient,goutelaient
gouttelait,goutelait
graffita,grafita
graffité,grafité
graillonna,graillona
graillonnait,graillonait
graillonnant,graillonant
graillonnements,graillonements
graillonneuse,grailloneuse
graillonneux,grailloneus
grammairienne,gramairiène
grangette,grangète
grappillais,grapillais
grappillent,grapillent
gratta,grata
grattai,gratai
gratteraient,grateraient
gratterez,graterez
grattouillant,gratouillant
grattouillent,gratouillent
grattouilles,gratouilles
grattouillé,gratouillé
gravillonnée,gravillonée
greffaient,gréfaient
greffait,gréfait
grefferais,grèferais
grefferons,grèferons
grefferont,grèferont
grelotta,grelota
grelottaient,grelotaient
grelottent,grelotent
grelotteux,greloteus
grelottons,grelotons
grelottèrent,grelotèrent
grelottée,grelotée
griffa,grifa
griffage,grifage
griffai,grifai
grifferait,griferait
griffonna,grifona
griffonnai,grifonai
griffonnaient,grifonaient
griffonnent,grifonent
grifftons,griftons
grippa,gripa
grippaient,gripaient
grippant,gripant
grippements,gripements
gripperait,griperait
grisonnaient,grisonaient
grisotte,grisote
grognonna,grognona
grommelai,gromelai
grommèlerait,gromèlerait
grommelèrent,gromelèrent
grommelée,gromelée
guenilleux,guenilleus
guerroient,guéroient
guerroyai,guéroyai
guerroyaient,guéroyaient
guerroyait,guéroyait
guerroyeur,guéroyeur
guetta,guéta
guettai,guétai
guettera,guètera
guettât,guétât
guettèrent,guétèrent
gueuletonnait,gueuletonait
guinéenne,guinéène
gymnasium,gimnasium
gymnopédie,gimnopédie
gâpette,gâpète
géodésigraphe,géodésigrafe
habillai,abillai
habillâmes,abillâmes
habillât,abillât
habillèrent,abillèrent
habitai,abitai
habitassent,abitassent
habituaient,abituaient
habitueraient,abitueraient
habituerons,abituerons
habituât,abituât
habitât,abitât
habitèrent,abitèrent
hachure,achure
halètement,alètement
hameçonne,ameçone
hanteur,anteur
happa,hapa
happai,hapai
happaient,hapaient
happait,hapait
happant,hapant
happerait,haperait
happeurs,hapeurs
haret,aret
hargneusement,argneusement
harissa,arissa
harmonisaient,armonisaient
harmonisateurs,armonisateurs
harmonisatrices,armonisatrices
harmonisèrent,armonisèrent
harponna,harpona
harponnent,harponent
harpyes,harpies
hassidisme,assidisme
hennirent,hénirent
hennissaient,hénissaient
hennissait,hénissait
heptaméron,eptaméron
herborisais,erborisais
herborisait,erborisait
hermaphrodisme,ermafrodisme
hermaphroditisme,hermafroditisme
herminé,erminé
hernieux,hernieus
higoumène,igoumène
hiloire,iloire
historia,istoria
hivernaient,ivernaient
hivernait,ivernait
hiverne,iverne
hivernons,ivernons
hiverné,iverné
hiérarchisait,iérarchisait
hiérarchisé,iérarchisé
hiérarchisée,iérarchisée
hiératiquement,iératiquement
hiéronymites,iéronimites
holoèdres,oloèdres
hominien,ominien
homologable,omologable
honnissait,honissait
honnissant,honissant
honnissent,honissent
honorai,onorai
honorât,onorât
honorèrent,onorèrent
hopis,opis
hormonés,ormonés
horrifia,orifia
horrifiaient,orifiaient
horrifièrent,orifièrent
horripilaient,oripilaient
horripilais,oripilais
horripilait,oripilait
horripilé,oripilé
hottée,hotée
houblonnés,houblonés
huilai,uilai
huilent,uilent
huipil,uipil
hululement,ululement
humanisait,umanisait
humanisent,umanisent
humanisé,umanisé
humectai,umectai
humectaient,umectaient
humectait,umectait
humecte,umecte
humectent,umectent
humecté,umecté
humidement,umidement
humidifia,umidifia
humilia,umilia
humiliaient,umiliaient
humiliassent,umiliassent
humilieraient,umilieraient
hydrogénisation,hidrogénisation
hygiaphone,igiafone
hylémorphique,ilémorfique
hyménoptère,iménoptère
hyperborée,hiperborée
hyperthyroïdien,hipertiroïdien
hypnogène,ipnogène
hypnotiquement,hipnotiquement
hypnotisa,ipnotisa
hypnotisais,ipnotisais
hypothèquent,ipotèquent
hypothéqueraient,ipotéqueraient
hypothéquions,ipotéquions
hébergea,ébergea
hébergeai,ébergeai
hébergerait,ébergerait
hébergions,ébergions
hébètent,ébètent
hébéta,ébéta
hébétait,ébétait
héliophanie,éliofanie
hématocèle,ématocèle
héritai,éritai
héritaient,éritaient
hésiterions,ésiterions
hésitions,ésitions
hésitât,ésitât
hésitèrent,ésitèrent
hêtraie,êtraie
illuminateurs,iluminateurs
illuminerait,iluminerait
illuministes,iluministes
illuminèrent,iluminèrent
illusionnait,ilusionait
illusionnent,ilusionent
illustrement,ilustrement
illustrions,ilustrions
illégalistes,ilégalistes
immaculation,imaculation
immergea,imergea
immergeait,imergeait
immergent,imergent
immergiez,imergiez
immigrai,imigrai
immiscibles,imiscibles
immisçaient,imisçaient
immobilisa,imobilisa
immobilisai,imobilisai
immobilisaient,imobilisaient
immobilisons,imobilisons
immobilisèrent,imobilisèrent
immortalisait,imortalisait
immortalisant,imortalisant
immortifiées,imortifiées
immunisait,imunisait
impardonnablement,impardonablement
impeccabilité,impécabilité
impollu,impolu
impolluable,impoluable
impollué,impolué
impolluée,impoluée
impressionnaient,impressionaient
impressionneront,impressioneront
impressionnât,impressionât
impressionnèrent,impressionèrent
inarrangeable,inarangeable
inattrapable,inatrapable
inchiffrable,inchifrable
incompréhensiblement,incompréensiblement
inconnaissance,inconaissance
indienneries,indièneries
indifféraient,indiféraient
indigestionner,indigestioner
indécrottablement,indécrotablement
inglorieux,inglorieus
inhala,inala
inhalais,inalais
inhibait,inibait
inhibât,inibât
inhuma,inuma
inhumaient,inumaient
inhumait,inumait
inhumons,inumons
innervé,inervé
innombrablement,inombrablement
innova,inova
innovais,inovais
innovez,inovez
inquisitionner,inquisitioner
insomnieux,insomnieus
installasse,instalasse
installeur,instaleur
installâmes,instalâmes
installât,instalât
instilla,instila
instille,instile
instillera,instilera
instillées,instilées
insufflaient,insuflaient
insufflent,insuflent
insufflera,insuflera
insupportaient,insuportaient
intellectualise,intélectualise
intellectualisées,intélectualisées
intellige,intélige
interpellant,interpélant
interrogeâmes,intérogeâmes
interrogeât,intérogeât
interrompaient,intérompaient
interrompisse,intérompisse
interrompît,intérompît
irradia,iradia
irradiaient,iradiaient
irradiez,iradiez
irreprésentable,ireprésentable
irriguaient,iriguaient
irriguait,iriguait
irrigueraient,irigueraient
irriguerait,iriguerait
irriguons,iriguons
irritai,iritai
irritons,iritons
irritât,iritât
irritèrent,iritèrent
irroration,iroration
irréalisait,iréalisait
irréalise,iréalise
irréellement,iréèlement
ithos,itos
ivoirienne,ivoiriène
jalonnais,jalonais
jalonnait,jalonait
jappa,japa
jappaient,japaient
jappent,japent
jappèrent,japèrent
jappé,japé
jargonnant,jargonant
jargonne,jargone
jargonnent,jargonent
jargonné,jargoné
javellise,javélise
javellisé,javélisé
javotte,javote
jetterions,jèterions
joliette,joliète
jordonner,jordoner
joyciennes,joyciènes
kasbah,kasba
khôl,kôl
kidnappa,kidnapa
kilowattheure,kilowateure
kinnor,kinor
klaxonnai,klaxonai
klaxonnant,klaxonant
kohl,kol
lamartiniennes,lamartiniènes
lappant,lapant
lapper,laper
lappé,lapé
lardeux,lardeus
larronne,larone
laryngologique,laringologique
lausannoises,lausanoises
lettonne,lettone
lettreur,létreur
lettriques,létriques
leurrait,leurait
lichotter,lichoter
lithographié,litografié
livoniennes,livoniènes
llanos,lanos
logosphère,logosfère
logothètes,logotètes
loquette,loquète
lotionnés,lotionés
louchebem,louquebem
louloutte,louloute
loupiotte,loupiote
lunetteux,lunéteus
lunetté,lunété
lutterions,luterions
luttât,lutât
lyriser,liriser
machinchouette,machinchouète
mallophages,malofages
mangonneaux,mangoneaus
mannequine,manequine
mannezingue,manezingue
manoeuvra,maneuvra
manoeuvrant,maneuvrant
manoeuvrent,maneuvrent
manoeuvrèrent,maneuvrèrent
maquignonne,maquignone
